split,time,target_direction_3,target_is_tie_3,target_up_3,target_dn_3
train,2011.09.23 02:00,1,False,13.329999999999927,0.4600000000000364
train,2011.09.23 05:00,-1,False,0.6800000000000637,25.75
train,2011.09.23 09:00,-1,False,4.580000000000155,18.899999999999864
train,2011.09.23 11:00,-1,False,0.7999999999999545,48.569999999999936
train,2011.09.23 17:00,-1,False,5.919999999999845,46.12000000000012
train,2011.09.23 21:00,1,False,14.819999999999936,9.950000000000045
train,2011.09.23 22:00,-1,False,12.559999999999945,12.769999999999982
train,2011.09.23 23:00,-1,False,16.100000000000136,18.09999999999991
train,2011.09.26 01:00,1,False,22.039999999999964,2.5700000000001637
train,2011.09.26 02:00,-1,False,13.759999999999991,14.350000000000136
train,2011.09.26 04:00,-1,False,0.5299999999999727,40.88000000000011
train,2011.09.26 10:00,1,False,30.37999999999988,2.5900000000001455
train,2011.09.26 12:00,1,False,32.90000000000009,2.5399999999999636
train,2011.09.26 14:00,-1,False,7.3400000000001455,40.8599999999999
train,2011.09.26 15:00,-1,False,1.25,43.50999999999999
train,2011.09.26 18:00,-1,False,11.75,13.75
train,2011.09.26 19:00,1,False,30.09999999999991,12.600000000000136
train,2011.09.26 21:00,1,False,26.37999999999988,2.3200000000001637
train,2011.09.26 23:00,-1,False,6.980000000000018,9.299999999999955
train,2011.09.27 03:00,1,False,20.50999999999999,2.759999999999991
train,2011.09.27 04:00,1,False,20.610000000000127,0.14999999999986358
train,2011.09.27 07:00,1,False,20.779999999999973,4.019999999999982
train,2011.09.27 08:00,1,False,12.349999999999909,7.279999999999973
train,2011.09.27 10:00,1,False,24.069999999999936,0.41000000000008185
train,2011.09.27 13:00,-1,False,4.009999999999991,17.360000000000127
train,2011.09.27 14:00,-1,False,0.37000000000011823,17.549999999999955
train,2011.09.27 17:00,-1,False,0.8599999999999,22.200000000000045
train,2011.09.27 18:00,1,False,10.069999999999936,9.700000000000045
train,2011.09.27 19:00,-1,False,2.0299999999999727,13.320000000000164
train,2011.09.27 21:00,-1,False,3.1100000000001273,6.470000000000027
train,2011.09.27 23:00,-1,False,1.6899999999998272,12.3900000000001
train,2011.09.28 01:00,-1,False,4.789999999999964,17.059999999999945
train,2011.09.28 03:00,-1,False,4.269999999999982,10.120000000000118
train,2011.09.28 05:00,1,False,9.980000000000018,2.869999999999891
train,2011.09.28 08:00,1,False,32.289999999999964,0.09999999999990905
train,2011.09.28 09:00,1,False,17.190000000000055,2.509999999999991
train,2011.09.28 11:00,-1,False,6.069999999999936,12.36999999999989
train,2011.09.28 12:00,-1,False,3.990000000000009,14.060000000000173
train,2011.09.28 13:00,-1,False,1.75,12.830000000000155
train,2011.09.28 16:00,-1,False,1.8699999999998909,23.220000000000027
train,2011.09.28 17:00,-1,False,1.4199999999998454,39.710000000000036
train,2011.09.28 18:00,-1,False,0.5899999999999181,41.09999999999991
train,2011.09.28 22:00,-1,False,8.150000000000091,17.25999999999999
train,2011.09.28 23:00,-1,False,1.7000000000000455,26.340000000000146
train,2011.09.29 04:00,1,False,12.360000000000127,6.5499999999999545
train,2011.09.29 05:00,1,False,17.97999999999979,1.4400000000000546
train,2011.09.29 09:00,1,False,13.740000000000009,7.709999999999809
train,2011.09.29 12:00,-1,False,3.1200000000001182,16.699999999999818
train,2011.09.29 15:00,1,False,14.980000000000018,11.060000000000173
